route_id,service_id,trip_id,direction_id,shape_id
WR_MAIN,weekday,93018,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,93020,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,93022,1,SHP_WR_MAIN_DAHANU_ROAD_TO_CHURCHGATE_bb43
WR_MAIN,weekday,93204,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,93026,1,SHP_WR_MAIN_DAHANU_ROAD_TO_CHURCHGATE_bb43
WR_MAIN,weekday,93028,1,SHP_WR_MAIN_DAHANU_ROAD_TO_DADAR_a72a
WR_MAIN,weekday,93030,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,93206,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,93034,1,SHP_WR_MAIN_DAHANU_ROAD_TO_CHURCHGATE_5e51
WR_MAIN,weekday,93036,1,SHP_WR_MAIN_DAHANU_ROAD_TO_CHURCHGATE_bb43
WR_MAIN,weekday,93038,1,SHP_WR_MAIN_DAHANU_ROAD_TO_CHURCHGATE_bb43
WR_MAIN,weekday,93040,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,93208,1,SHP_WR_MAIN_DAHANU_ROAD_TO_VIRAR_9ee3
WR_MAIN,weekday,90011,1,SHP_WR_MAIN_CHURCHGATE_TO_VIRAR_8af5
WR_MAIN,weekday,90015,1,SHP_WR_MAIN_CHURCHGATE_TO_BORIVALI_c834
WR_MAIN,weekday,90001,1,SHP_WR_MAIN_BANDRA_TO_BORIVALI_c5a1
WR_MAIN,weekday,90007A,1,SHP_WR_MAIN_BANDRA_TO_BHAYANDAR_dc17
WR_MAIN,weekday,92003,1,SHP_WR_MAIN_ANDHERI_TO_VIRAR_4a2b
WR_MAIN,weekday,92005,1,SHP_WR_MAIN_ANDHERI_TO_VIRAR_4a2b
WR_MAIN,weekday,92001,1,SHP_WR_MAIN_BORIVALI_TO_VIRAR_cf83
WR_MAIN,weekday,90007,1,SHP_WR_MAIN_BORIVALI_TO_VIRAR_cf83
